source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,gcns_prob,dist_50
5977270148650362112,10.157372,10.9131,9.312198,1.0,0.038326908
5977274684122055808,17.44283,19.504013,16.078882,1.0,0.09346343
5977298156187616640,16.398294,18.206116,15.10486,1.0,0.095779136
5977064269416085632,15.882624,14.94507,14.619065,0.908,0.09693738
5977064265083789696,10.778956,11.215585,10.177168,1.0,0.09908905
5974018828337490944,8.726256,9.110777,8.175811,1.0,0.063132316
5974002193921219584,16.370111,18.156574,15.093337,1.0,0.08051337
5975454068967765120,16.110746,17.803684,14.856481,1.0,0.09363969
5977079181539112576,14.868168,16.222128,13.720693,1.0,0.09395782
5977104259822069632,16.899479,19.141117,15.489981,1.0,0.073568664
5977299908534099584,17.30403,19.219664,15.995033,1.0,0.092590064
5977100278404522112,20.120207,20.893251,18.602663,0.508,0.1110191
5977102271273169536,20.291756,,,0.97,0.0815561
5977029462971347200,19.91259,21.987173,18.462645,1.0,0.07648788
5975510968694657536,5.9752173,6.217287,5.5751376,1.0,0.031449236
5975518729693446912,10.934363,11.434404,10.279036,1.0,0.09632322
5978601249231570176,14.921308,16.5183,13.701456,1.0,0.070067674
5977360690926035840,15.23295,16.734142,13.937077,1.0,0.07823225
5977368176976446080,14.737051,16.199657,13.5542755,1.0,0.06814341
5977390652584004480,14.252826,16.295116,12.894883,1.0,0.020400736
5977331519436489600,16.651846,18.545095,15.347588,1.0,0.059517566
5977380305960960128,15.6908045,17.166327,14.424892,1.0,0.06443269
5978192162220510336,17.634996,19.61583,16.203375,1.0,0.08170823
5978423712539375488,8.241504,8.525954,7.7829514,1.0,0.058029216
5978232534941789056,20.383205,20.884027,19.26032,0.724,0.11507504
5978226655037503872,13.683765,14.953673,12.561326,1.0,0.08924435
5978148250527943808,14.53995,15.74707,13.43379,1.0,0.07758442
